text,expertise,risk
Can anyone advise me? I might drop out of school due to financial struggles right now.,School Fees,Medium
Every day it's the same: I am constantly stressed about how to source funds for tuition fees. I just want things to get better.,Financial,Medium
"To be honest, I feel pressured to change my appearance just to fit in with others",Self-Esteem,Medium
I need to vent: I cannot afford sanitary pads and miss school every month and it's ruining my life.,Hygiene,High
I feel like I feel very lonely and isolated from my friends right now.,Mental Health,Medium
"Please help, I don't know how to prepare for a job interview right now.",Career,Low
I need to vent: I am facing severe period poverty and using unsafe alternatives,Hygiene,High
"I need to vent: I don't want to wake up tomorrow, I want to die which makes everything worse.",Mental Health,Critical
It is hard to admit but I feel completely hopeless and want to end it all,Mental Health,Critical
Lately I have been feeling that I feel nervous about presenting my group project next week and it's completely draining my energy.,Education,Low
I am struggling because I missed my final exams because I lacked basic menstrual health supplies. It is so hard.,Health,High
Every day it's the same: The pain is too much and I want to commit suicide. I just want things to get better.,Mental Health,Critical
I need to vent: I need extra tutoring for my science courses and it's completely draining my energy.,Education,Low
"Lately, Unemployment is making me feel like a burden and it's completely draining my energy.",Career,Medium
I am struggling because I struggle to say no when people pressure me into things which makes everything worse.,Empowerment,Low
I need to vent: I have a severe infection but no access to a clinic which makes everything worse.,Hygiene,High
"To be honest, I have an outstanding balance and won't be allowed to register and I have no support system here.",Financial,Medium
I am struggling because I am falling behind on my reading list this semester. I feel stuck.,Education,Low
I need to vent: I don't have the skills required to get hired anywhere. I just want things to get better.,Future Planning,Medium
"To be honest, I feel like failing these assignments will ruin my entire future and it's completely draining my energy.",Academics,Medium
"Lately, I am struggling with my academic performance this term and it's completely draining my energy.",Academics,Medium
"Lately, I am struggling with my academic performance this term and it's ruining my life.",Education,Medium
"Lately, My family has no money for food or basic survival. It is so hard.",School Fees,High
I am struggling because Unemployment is making me feel like a burden and I have no support system here.,Future Planning,Medium
"Lately, I am trying to figure out what my strengths are. I just want things to get better.",Career,Low
I need to vent: I feel so overwhelmed by my emotions and regular stress. It is so hard.,Mental Health,Medium
"Please help, I am body-shamed by my peers and it destroys my confidence. I just want things to get better.",Self-Esteem,Medium
Every day it's the same: I don't have the skills required to get hired anywhere. It is so hard.,Future Planning,Medium
"Please help, The pain is too much and I want to commit suicide and I don't know what to do.",Mental Health,Critical
It is hard to admit but I need extra tutoring for my science courses which makes everything worse.,Academics,Low
"To be honest, I have no money to pay for my university school fees and it's completely draining my energy.",School Fees,Medium
I need to vent: I need advice on reproductive health but have no one to ask and I don't know what to do.,Hygiene,Medium
I need to vent: I am worried about my physical health and lack of nutrition and it's ruining my life.,Health,Medium
It is hard to admit but I cannot understand mathematics concepts. I feel stuck.,Academics,Low
Lately I have been feeling that I have a plan to end my life tonight. It is so hard.,Mental Health,Critical
I need to vent: I need extra tutoring for my science courses right now.,Education,Low
Can anyone advise me? I feel completely hopeless and want to end it all and it's completely draining my energy.,Mental Health,Critical
Every day it's the same: I have an outstanding balance and won't be allowed to register. I just want things to get better.,Financial,Medium
