text,expertise,risk
Can anyone advise me? I feel so overwhelmed by my emotions and regular stress,Mental Health,Medium
I feel like Severe panic attacks are making it impossible to breathe which makes everything worse.,Mental Health,High
Lately I have been feeling that I feel very lonely and isolated from my friends which makes everything worse.,Mental Health,Medium
"Honestly, I cannot understand my university coursework which makes everything worse.",Education & Academics,Medium
I need to vent: I have an outstanding balance and won't be allowed to register. It is so hard.,Financial & School Fees,Medium
Lately I have been feeling that I don't know how to prepare for a job interview. I just want things to get better.,Career & Future,Low
"Please help, I dropped out of school because it was too difficult and I don't know what to do.",Education & Academics,Medium
Can anyone advise me? I want to find a mentor to guide my career. I just want things to get better.,Career & Future,Low
Every day it's the same: I feel like failing these assignments will ruin my entire future and I have no support system here.,Education & Academics,Medium
"Honestly, I am failing my end of semester exams and I have no support system here.",Education & Academics,Medium
Lately I have been feeling that I missed my final exams because I lacked basic menstrual health supplies. I just want things to get better.,Hygiene & Health,High
Lately I have been feeling that I've been crying for days and I feel completely empty. I feel stuck.,Mental Health,High
I feel like I cannot understand mathematics concepts and it's completely draining my energy.,Education & Academics,Low
Can anyone advise me? I cannot find a job or internship anywhere and it's ruining my life.,Career & Future,Medium
It is hard to admit but I dropped out of school because it was too difficult. I just want things to get better.,Education & Academics,Medium
It is hard to admit but I am trying to figure out what my strengths are,Career & Future,Low
"Honestly, I want to build my self-esteem but don't know how and I don't know what to do.",Self-Esteem & Empowerment,Low
"To be honest, I feel deeply depressed and hopeless about everything. It is so hard.",Mental Health,High
Can anyone advise me? I am struggling financially to make ends meet each month which makes everything worse.,Financial & School Fees,Medium
I need to vent: I am struggling to find mentorship opportunities and I don't know what to do.,Career & Future,Medium
I feel like I am planning to harm myself tonight because I cannot take it anymore. It is so hard.,Mental Health,Critical
I cannot understand my university coursework,Education & Academics,Medium
I feel like I am falling behind on my reading list this semester which makes everything worse.,Education & Academics,Low
I feel like I am struggling to find mentorship opportunities and it's completely draining my energy.,Career & Future,Medium
It is hard to admit but I don't know how to prepare for a job interview right now.,Career & Future,Low
I need to vent: I have an outstanding balance and won't be allowed to register right now.,Financial & School Fees,Medium
I feel like I am struggling financially to make ends meet each month right now.,Financial & School Fees,Medium
I need to vent: I dropped out of school because it was too difficult and it's completely draining my energy.,Education & Academics,Medium
The pressure to pass my classes is overwhelming me. I feel stuck.,Education & Academics,Medium
I need to vent: We lack basic sanitation facilities in our community and I have no support system here.,Hygiene & Health,High
"Honestly, I might drop out of school due to financial struggles. I just want things to get better.",Financial & School Fees,Medium
Severe panic attacks are making it impossible to breathe and I don't know what to do.,Mental Health,High
Can anyone advise me? I might drop out of school due to financial struggles and I don't know what to do.,Financial & School Fees,Medium
Every day it's the same: I feel confused about transitioning from school to the workforce right now.,Career & Future,Low
The pressure to pass my classes is overwhelming me. I just want things to get better.,Education & Academics,Medium
It is hard to admit but I feel like I am not good enough for any opportunities and it's ruining my life.,Self-Esteem & Empowerment,Medium
Lately I have been feeling that I keep getting poor grades despite trying my best. I just want things to get better.,Education & Academics,Medium
"Please help, I am constantly anxious about my future and I have no support system here.",Mental Health,Medium
"Honestly, I feel so overwhelmed by my emotions and regular stress. It is so hard.",Mental Health,Medium
It is hard to admit but I am body-shamed by my peers and it destroys my confidence and I don't know what to do.,Self-Esteem & Empowerment,Medium
"Honestly, I am planning to harm myself tonight because I cannot take it anymore. I just want things to get better.",Mental Health,Critical
"Honestly, I feel completely hopeless and want to end it all. I just want things to get better.",Mental Health,Critical
It is hard to admit but The pain is too much and I want to commit suicide and I don't know what to do.,Mental Health,Critical
